#from vertex, to vertex, sense, max rise delay mean, max rise delay sigma, max fall delay mean, max fall delay sigma, min rise delay mean, min rise delay sigma, min fall delay mean, min fall delay sigma
EmInst_3013/EmInst_2712/EmInst_1048/Y,EmInst_3013/EmInst_2712/EmInst_1178/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_450/Y,EmInst_485/B,pos_unate,0.000711,0,0.000711,0,0.000711,0,0.000711,0
EmInst_3008/EmInst_2664/Y,EmInst_3008/EmInst_2675/B,pos_unate,1.3e-05,0,1.3e-05,0,1.3e-05,0,1.3e-05,0
EmInst_209/Y,EmInst_3013/EmInst_2712/EmInst_1730/CK,pos_unate,0.000967,0,0.000967,0,0.000967,0,0.000967,0
EmInst_3013/EmInst_2712/EmInst_1410/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2338/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2731/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2731/Y,neg_unate,0.160992,0.0141741691373401,0.182046,0.0114107761178921,0.120121,0.0101703212027748,0.107313,0.00323613486775496
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2731/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2731/Y,pos_unate,0.160992,0.0141741691373401,0.182046,0.0114107761178921,0.120121,0.0101703212027748,0.107313,0.00323613486775496
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2422/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2716/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_932/Y,EmInst_3013/EmInst_2712/EmInst_942/A,pos_unate,0.000593,0,0.000593,0,0.000593,0,0.000593,0
EmInst_217/Y,EmInst_3013/EmInst_2712/EmInst_1182/CK,pos_unate,0.000966,0,0.000966,0,0.000966,0,0.000966,0
EmInst_220/Y,EmInst_3013/EmInst_2712/EmInst_1437/CK,pos_unate,0.000969,0,0.000969,0,0.000969,0,0.000969,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2473/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2793/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_209/Y,EmInst_3013/EmInst_2712/EmInst_1763/CK,pos_unate,0.000967,0,0.000967,0,0.000967,0,0.000967,0
EmInst_3014/EmInst_1855/B,EmInst_3014/EmInst_1855/Y,neg_unate,0.264366,0.0206947473711768,0.193522,0.019363178138271,0.26434,0.00921098266968733,0.193504,0.00382564196675677
EmInst_23/Y,EmInst_679/RN,pos_unate,0.000252,0,0.000252,0,0.000252,0,0.000252,0
EmInst_3013/EmInst_2712/EmInst_1232/Y,EmInst_3013/EmInst_2712/EmInst_1407/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3014/EmInst_1879/B1,EmInst_3014/EmInst_1879/Y,neg_unate,0.537131,0.0787114687233373,0.264635,0.0109945846019523,0.535737,0.0284680894925679,0.262422,0.00354634333904685
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2094/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2311/S0,pos_unate,0.000372,0,0.000372,0,0.000372,0,0.000372,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2010/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2236/S0,pos_unate,0.000973,0,0.000973,0,0.000973,0,0.000973,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2768/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2793/S0,pos_unate,0.00118,0,0.00118,0,0.00118,0,0.00118,0
EmInst_3013/EmInst_2712/EmInst_1248/Y,EmInst_3013/EmInst_2712/EmInst_1444/D,pos_unate,0.000833,0,0.000833,0,0.000833,0,0.000833,0
EmInst_3013/EmInst_2712/EmInst_1345/Y,EmInst_3013/EmInst_2712/EmInst_1729/D,pos_unate,0.000833,0,0.000833,0,0.000833,0,0.000833,0
EmInst_3013/EmInst_2712/EmInst_1369/Y,EmInst_3013/EmInst_2712/EmInst_1776/D,pos_unate,0.00082,0,0.00082,0,0.00082,0,0.00082,0
EmInst_3013/EmInst_2712/EmInst_2646/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2059/B,pos_unate,0.000228,0,0.000228,0,0.000228,0,0.000228,0
EmInst_3013/EmInst_2712/EmInst_1070/Y,EmInst_3013/EmInst_2712/EmInst_1134/D,pos_unate,0.000927,0,0.000927,0,0.000927,0,0.000927,0
EmInst_3014/EmInst_1847/Y,EmInst_3014/EmInst_1853/B,pos_unate,0.000197,0,0.000197,0,0.000197,0,0.000197,0
EmInst_211/Y,EmInst_3013/EmInst_2712/EmInst_1089/CK,pos_unate,0.000969,0,0.000969,0,0.000969,0,0.000969,0
EmInst_203/Y,EmInst_747/CK,pos_unate,0.003789,0,0.003795,0,0.003789,0,0.003795,0
EmInst_3010/EmInst_1542/C,EmInst_3010/EmInst_1542/Y,neg_unate,0.120175,0.0112962301456179,0.148376,0.0194556608195883,0.120175,0.00197189098823296,0.148376,0.00736875685749856
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2033/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2530/S0,pos_unate,0.001194,0,0.001194,0,0.001194,0,0.001194,0
EmInst_3013/EmInst_2712/EmInst_1028/Y,EmInst_3013/EmInst_2712/EmInst_1038/B,pos_unate,0.00129,0,0.00129,0,0.00129,0,0.00129,0
EmInst_245/Y,EmInst_378/A1,pos_unate,3.7e-05,0,3.7e-05,0,3.7e-05,0,3.7e-05,0
EmInst_3007/Q,EmInst_6/A,pos_unate,0.000173,0,0.000173,0,0.000173,0,0.000173,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2219/A,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2219/Y,neg_unate,0.103853,0.0115759619256038,0.079666,0.0106478229692529,0.103853,0.00912613467764518,0.079664,0.00530619521392247
EmInst_671/Y,EmInst_674/A0,pos_unate,2.2e-05,0,2.2e-05,0,2.2e-05,0,2.2e-05,0
EmInst_3014/EmInst_1883/S0,EmInst_3014/EmInst_1883/Y,neg_unate,0.400744,0.0302220068818985,0.380213,0.0349003558516721,0.339052,0.0241373921656426,0.263243,0.0240626121128947
EmInst_3014/EmInst_1883/S0,EmInst_3014/EmInst_1883/Y,pos_unate,0.400744,0.0302220068818985,0.380213,0.0349003558516721,0.339052,0.0241373921656426,0.263243,0.0240626121128947
EmInst_3013/EmInst_2712/EmInst_1042/Y,EmInst_3013/EmInst_2712/EmInst_1338/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_3013/EmInst_2712/EmInst_1250/Y,EmInst_3013/EmInst_2712/EmInst_1432/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_666/Y,EmInst_3010/EmInst_1630/EmInst_2857/A,pos_unate,2e-05,0,2e-05,0,2e-05,0,2e-05,0
EmInst_3013/EmInst_2712/EmInst_1368/Y,EmInst_3013/EmInst_2712/EmInst_1726/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2450/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2531/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_2975/Y,paddr[3],pos_unate,7.8e-05,0,7.8e-05,0,7.8e-05,0,7.8e-05,0
EmInst_216/Y,EmInst_3013/EmInst_2712/EmInst_1360/CK,pos_unate,0.000966,0,0.000966,0,0.000966,0,0.000966,0
EmInst_3010/EmInst_796/Y,EmInst_3010/EmInst_1575/B,pos_unate,0.001957,0,0.001955,0,0.001957,0,0.001955,0
EmInst_3013/EmInst_2712/EmInst_951/Y,EmInst_3013/EmInst_2712/EmInst_956/A,pos_unate,0.000251,0,0.000251,0,0.000251,0,0.000251,0
EmInst_3013/EmInst_2712/EmInst_1520/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2176/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_1147/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2101/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
pdata[0],EmInst_3004/D,pos_unate,0.001996,0,0.001996,0,0.001996,0,0.001996,0
EmInst_3013/EmInst_2712/EmInst_1231/Y,EmInst_3013/EmInst_2712/EmInst_1437/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3014/EmInst_1893/C,EmInst_3014/EmInst_1893/Y,neg_unate,0.103872,0.00504215967893088,0.130369,0.010901521850592,0.102823,0.000874488216270005,0.128216,0.000791689712452719
EmInst_3013/EmInst_2712/EmInst_1063/B,EmInst_3013/EmInst_2712/EmInst_1063/Y,neg_unate,0.359438,0.0459464234676969,0.261288,0.0237685778773384,0.359438,0.0152758547134396,0.261288,0.00742436866835586
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2170/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2478/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_1025/Y,EmInst_3013/EmInst_2712/EmInst_1184/E,pos_unate,0.000872,0,0.000872,0,0.000872,0,0.000872,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2034/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2556/S0,pos_unate,0.00119,0,0.00119,0,0.00119,0,0.00119,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2305/A,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2305/Y,neg_unate,0.097449,0.0163567321865123,0.096586,0.0104064278752083,0.097449,0.00847094245788578,0.096586,0.0057763562010865
EmInst_3009/EmInst_909/Y,EmInst_3009/EmInst_914/A,pos_unate,2.2e-05,0,2.2e-05,0,2.2e-05,0,2.2e-05,0
EmInst_247/Y,EmInst_299/E,pos_unate,0.000499,0,0.000508,0,0.000499,0,0.000508,0
EmInst_3010/EmInst_1630/EmInst_2885/Y,EmInst_3010/EmInst_1630/EmInst_2903/B0,pos_unate,4.5e-05,0,4.5e-05,0,4.5e-05,0,4.5e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1986/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2124/S0,pos_unate,0.00107,0,0.00107,0,0.00107,0,0.00107,0
EmInst_3013/EmInst_2712/EmInst_1324/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2016/A,pos_unate,0.000215,0,0.000215,0,0.000215,0,0.000215,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2507/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2804/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_1316/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2184/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3010/EmInst_1612/D,EmInst_3010/EmInst_1612/Y,neg_unate,0.10374,0.0145742516843906,0.130726,0.0149258274525956,0.103625,0.00987323123486291,0.130726,0.00534799207683151
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2714/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2714/Y,neg_unate,0.114324,0.0100653927676982,0.128573,0.00805904945895952,0.093013,0.00787515993068403,0.071688,0.00216182602666608
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2714/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2714/Y,pos_unate,0.114324,0.0100653927676982,0.128573,0.00805904945895952,0.093013,0.00787515993068403,0.071688,0.00216182602666608
EmInst_3009/EmInst_897/Y,EmInst_3009/EmInst_911/B,pos_unate,4.1e-05,0,4.1e-05,0,4.1e-05,0,4.1e-05,0
EmInst_142/A,EmInst_142/Y,neg_unate,0.095469,0.0122918607100767,0.092013,0.0130546660215316,0.095115,0.00358168837948071,0.090982,0.00455907012073824
EmInst_211/Y,EmInst_3013/EmInst_2712/EmInst_1102/CK,pos_unate,0.000969,0,0.000969,0,0.000969,0,0.000969,0
EmInst_3013/EmInst_2712/EmInst_1247/Y,EmInst_3013/EmInst_2712/EmInst_1392/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3010/EmInst_1600/B,EmInst_3010/EmInst_1600/Y,neg_unate,0.078035,0.00997509766719637,0.049544,0.00450686760339109,0.078035,0.00331643099105619,0.049544,0.00140776813824218
EmInst_761/Q,EmInst_64/C,pos_unate,0.000136,0,0.000136,0,0.000136,0,0.000136,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2194/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2387/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2385/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2463/S0,pos_unate,0.000976,0,0.000976,0,0.000976,0,0.000976,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2243/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2407/A,pos_unate,0.000225,0,0.000225,0,0.000225,0,0.000225,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2766/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2831/S0,pos_unate,0.000372,0,0.000372,0,0.000372,0,0.000372,0
EmInst_3010/EmInst_1631/EmInst_2608/B,EmInst_3010/EmInst_1631/EmInst_2608/Y,pos_unate,0.134175,0.00596803442099101,0.138104,0.0127881241436217,0.134175,0.00437972233664398,0.138104,0.00756903751333678
EmInst_220/Y,EmInst_3013/EmInst_2712/EmInst_1240/CK,pos_unate,0.000969,0,0.000969,0,0.000969,0,0.000969,0
EmInst_143/B,EmInst_143/Y,neg_unate,0.200303,0.017727542299075,0.174619,0.0170124779782932,0.195599,0.0143067088244511,0.170178,0.0110826035701986
EmInst_3013/EmInst_2712/EmInst_1134/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2274/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_1221/Y,EmInst_3013/EmInst_2712/EmInst_1276/D,pos_unate,0.000857,0,0.000857,0,0.000857,0,0.000857,0
EmInst_451/Y,EmInst_509/B,pos_unate,0.000882,0,0.000882,0,0.000882,0,0.000882,0
EmInst_3013/EmInst_2712/EmInst_1014/Y,EmInst_3013/EmInst_2712/EmInst_1180/E,pos_unate,0.000872,0,0.000872,0,0.000872,0,0.000872,0
EmInst_218/Y,EmInst_305/CK,pos_unate,0.001138,0,0.001139,0,0.001138,0,0.001139,0
EmInst_3014/EmInst_1830/Y,EmInst_3014/EmInst_1858/B,pos_unate,2.3e-05,0,2.3e-05,0,2.3e-05,0,2.3e-05,0
EmInst_135/Y,EmInst_173/A1,pos_unate,0.001281,0,0.001281,0,0.001281,0,0.001281,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2098/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2434/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_978/Y,EmInst_3013/EmInst_2712/EmInst_982/C,pos_unate,0.00068,0,0.00068,0,0.00068,0,0.00068,0
EmInst_3013/EmInst_2712/EmInst_1246/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2201/A,pos_unate,0.000222,0,0.000222,0,0.000222,0,0.000222,0
EmInst_3010/EmInst_1631/EmInst_2567/Y,EmInst_3010/EmInst_1631/EmInst_2579/B,pos_unate,0.00015,0,0.00015,0,0.00015,0,0.00015,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1988/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2272/S0,pos_unate,0.001133,0,0.001133,0,0.001133,0,0.001133,0
EmInst_590/A,EmInst_590/Y,neg_unate,0.170532,0.0112760290623507,0.09687,0.00943880844159495,0.170528,0.00169397899598772,0.09687,0.00652118971968375
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2003/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2364/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_708/B,EmInst_708/Y,neg_unate,0.049241,0.00338789283155734,0.048588,0.00533934381206488,0.049241,0.000365817747074736,0.048588,0.00478424681959789
EmInst_206/Y,EmInst_3013/EmInst_2712/EmInst_1399/CK,pos_unate,0.000967,0,0.000967,0,0.000967,0,0.000967,0
EmInst_3013/EmInst_2712/EmInst_1033/Y,EmInst_3013/EmInst_2712/EmInst_1177/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_23/Y,EmInst_598/B0,pos_unate,0.000241,0,0.000241,0,0.000241,0,0.000241,0
EmInst_3010/EmInst_1631/EmInst_1645/Y,EmInst_3010/EmInst_1631/EmInst_2573/B,pos_unate,6.6e-05,0,6.6e-05,0,6.6e-05,0,6.6e-05,0
EmInst_641/B0,EmInst_641/Y,neg_unate,0.09677,0.00801661288742296,0.129666,0.0159891968605387,0.096178,0.00122558765887991,0.129658,0.00701457887972433
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2131/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2554/S0,pos_unate,0.000372,0,0.000372,0,0.000372,0,0.000372,0
EmInst_208/Y,EmInst_3013/EmInst_2712/EmInst_1693/CK,pos_unate,0.000967,0,0.000967,0,0.000967,0,0.000967,0
EmInst_3014/EmInst_1807/Y,EmInst_3014/EmInst_1825/A0,pos_unate,0.001406,0,0.001352,0,0.001406,0,0.001352,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2489/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2761/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_206/Y,EmInst_3013/EmInst_2712/EmInst_1729/CK,pos_unate,0.00087,0,0.00087,0,0.00087,0,0.00087,0
EmInst_3013/EmInst_2712/EmInst_1052/Y,EmInst_3013/EmInst_2712/EmInst_1491/E,pos_unate,0.000872,0,0.000872,0,0.000872,0,0.000872,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1985/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2123/S0,pos_unate,0.000372,0,0.000372,0,0.000372,0,0.000372,0
EmInst_3014/EmInst_1837/Y,EmInst_428/B,pos_unate,7.1e-05,0,7.1e-05,0,7.1e-05,0,7.1e-05,0
EmInst_3014/EmInst_1792/Y,EmInst_3014/EmInst_1861/B,pos_unate,3.1e-05,0,3.1e-05,0,3.1e-05,0,3.1e-05,0
EmInst_3014/EmInst_1812/Y,EmInst_3014/EmInst_1879/A0,pos_unate,0.00012,0,0.00012,0,0.00012,0,0.00012,0
EmInst_257/B,EmInst_257/Y,neg_unate,0.09941,0.00879814570900606,0.094106,0.00916839663854026,0.099387,0.00726946901536162,0.094037,0.00612402773525818
EmInst_3013/EmInst_2712/EmInst_931/A,EmInst_3013/EmInst_2712/EmInst_931/Y,neg_unate,0.241739,0.0405756865851399,0.176625,0.0190300387577771,0.241739,0.021013629270971,0.176625,0.0105631138469023
EmInst_558/Y,EmInst_659/B0,pos_unate,4.1e-05,0,4.1e-05,0,4.1e-05,0,4.1e-05,0
EmInst_3010/EmInst_1630/EmInst_2864/Y,EmInst_3010/EmInst_1630/EmInst_2923/A1,pos_unate,7.3e-05,0,7.3e-05,0,7.3e-05,0,7.3e-05,0
EmInst_3014/EmInst_1805/Y,EmInst_3014/EmInst_1871/B0,pos_unate,5.6e-05,0,5.6e-05,0,5.6e-05,0,5.6e-05,0
EmInst_3013/EmInst_2712/EmInst_976/B,EmInst_3013/EmInst_2712/EmInst_976/Y,neg_unate,0.162146,0.0319415129446097,0.155322,0.0105968641633847,0.162146,0.0158364103946328,0.155322,0.00779814971823718
EmInst_217/Y,EmInst_3013/EmInst_2712/EmInst_1406/CK,pos_unate,0.000968,0,0.000968,0,0.000968,0,0.000968,0
EmInst_3013/EmInst_2712/EmInst_1272/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2203/A,pos_unate,0.000222,0,0.000222,0,0.000222,0,0.000222,0
EmInst_533/S0,EmInst_533/Y,neg_unate,0.202372,0.0152618329325045,0.192594,0.0176785095062424,0.179249,0.0127608844905774,0.116207,0.0106222918208771
EmInst_533/S0,EmInst_533/Y,pos_unate,0.202372,0.0152618329325045,0.192594,0.0176785095062424,0.179249,0.0127608844905774,0.116207,0.0106222918208771
EmInst_3013/EmInst_2712/EmInst_997/B,EmInst_3013/EmInst_2712/EmInst_997/Y,neg_unate,0.359245,0.0459217525655406,0.223496,0.0203307541152813,0.359245,0.0152676523532003,0.223496,0.00635052776975162
EmInst_3013/EmInst_2712/EmInst_1093/Y,EmInst_3013/EmInst_2712/EmInst_1184/D,pos_unate,0.000923,0,0.000923,0,0.000923,0,0.000923,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1956/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1987/A,pos_unate,0.00116,0,0.00116,0,0.00116,0,0.00116,0
EmInst_3010/EmInst_818/Y,EmInst_3010/EmInst_825/A,pos_unate,3.6e-05,0,3.6e-05,0,3.6e-05,0,3.6e-05,0
EmInst_206/Y,EmInst_3013/EmInst_2712/EmInst_1750/CK,pos_unate,0.000967,0,0.000967,0,0.000967,0,0.000967,0
EmInst_3013/EmInst_2712/EmInst_1048/Y,EmInst_3013/EmInst_2712/EmInst_1755/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_609/Y,EmInst_636/A0N,pos_unate,0.000348,0,0.000348,0,0.000348,0,0.000348,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2103/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2460/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_466/Y,EmInst_560/A,pos_unate,0.000184,0,0.000184,0,0.000184,0,0.000184,0
EmInst_3013/EmInst_2712/EmInst_1347/Y,EmInst_3013/EmInst_2712/EmInst_1775/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2756/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2767/A,pos_unate,0.000874,0,0.000874,0,0.000874,0,0.000874,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2162/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2352/A,pos_unate,0.000707,0,0.000707,0,0.000707,0,0.000707,0
EmInst_3013/EmInst_2712/EmInst_1093/Y,EmInst_3013/EmInst_2712/EmInst_1194/D,pos_unate,0.000927,0,0.000927,0,0.000927,0,0.000927,0
EmInst_3013/EmInst_2712/EmInst_1221/Y,EmInst_3013/EmInst_2712/EmInst_1303/D,pos_unate,0.000927,0,0.000927,0,0.000927,0,0.000927,0
EmInst_3013/EmInst_2712/EmInst_1195/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2114/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
expdin[6],EmInst_31/A,pos_unate,0.000331,0,0.000331,0,0.000331,0,0.000331,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2791/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2813/B,pos_unate,0.000659,0,0.000659,0,0.000659,0,0.000659,0
EmInst_3013/EmInst_2712/EmInst_1692/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2239/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_1024/Y,EmInst_3013/EmInst_2712/EmInst_1225/E,pos_unate,0.00082,0,0.00082,0,0.00082,0,0.00082,0
EmInst_208/Y,EmInst_3013/EmInst_2712/EmInst_1718/CK,pos_unate,0.000967,0,0.000967,0,0.000967,0,0.000967,0
EmInst_644/B0,EmInst_644/Y,neg_unate,0.057386,0.00475396659251477,0.065637,0.00809374018119767,0.057386,0.000731264669596815,0.065637,0.00355100274513309
EmInst_3013/EmInst_2712/EmInst_976/Y,EmInst_3013/EmInst_2712/EmInst_1053/B,pos_unate,0.001191,0,0.001191,0,0.001191,0,0.001191,0
EmInst_649/Y,EmInst_658/A,pos_unate,7e-06,0,7e-06,0,7e-06,0,7e-06,0
EmInst_3013/EmInst_2712/EmInst_1026/Y,EmInst_3013/EmInst_2712/EmInst_1043/B,pos_unate,0.00129,0,0.00129,0,0.00129,0,0.00129,0
EmInst_3013/EmInst_2712/EmInst_1007/Y,EmInst_3013/EmInst_2712/EmInst_1524/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_73/Y,EmInst_169/B,pos_unate,3.4e-05,0,3.4e-05,0,3.4e-05,0,3.4e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2463/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2463/Y,neg_unate,0.225635,0.0165396456122262,0.234011,0.0326747593668443,0.18895,0.00772272760219535,0.156943,0.0102593701582147
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2463/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2463/Y,pos_unate,0.225635,0.0165396456122262,0.234011,0.0326747593668443,0.18895,0.00772272760219535,0.156943,0.0102593701582147
EmInst_3013/EmInst_2712/EmInst_1405/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2171/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_212/Y,EmInst_3013/EmInst_2712/EmInst_1479/CK,pos_unate,0.00097,0,0.00097,0,0.00097,0,0.00097,0
EmInst_205/Y,EmInst_3013/EmInst_2712/EmInst_1463/CK,pos_unate,0.000965,0,0.000965,0,0.000965,0,0.000965,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2833/Y,EmInst_648/A,pos_unate,0.000356,0,0.000356,0,0.000356,0,0.000356,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2071/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2262/S0,pos_unate,0.000978,0,0.000978,0,0.000978,0,0.000978,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2326/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2448/S0,pos_unate,0.000372,0,0.000372,0,0.000372,0,0.000372,0
EmInst_3009/EmInst_904/Y,EmInst_165/AN,pos_unate,5e-06,0,5e-06,0,5e-06,0,5e-06,0
EmInst_181/Q,EmInst_93/A,pos_unate,3.8e-05,0,3.8e-05,0,3.8e-05,0,3.8e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2516/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2731/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_2987/Q,EmInst_123/A,pos_unate,0.00072,0,0.00072,0,0.00072,0,0.00072,0
EmInst_2988/Q,EmInst_41/A,pos_unate,0.000883,0,0.000883,0,0.000883,0,0.000883,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2198/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2485/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2362/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2487/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
