#from vertex, to vertex, sense, rise constraint, fall constaint
EmInst_3013/EmInst_2712/EmInst_1131/CK,EmInst_3013/EmInst_2712/EmInst_1131/E,setup_rising,0.1773,0.300908
EmInst_3013/EmInst_2712/EmInst_1740/CK,EmInst_3013/EmInst_2712/EmInst_1740/E,setup_rising,0.277571,0.410126
EmInst_3013/EmInst_2712/EmInst_1240/CK,EmInst_3013/EmInst_2712/EmInst_1240/E,setup_rising,0.308433,0.407644
EmInst_3013/EmInst_2712/EmInst_1195/CK,EmInst_3013/EmInst_2712/EmInst_1195/E,setup_rising,0.180245,0.301156
EmInst_3013/EmInst_2712/EmInst_1474/CK,EmInst_3013/EmInst_2712/EmInst_1474/D,setup_rising,0.105543,0.087031
EmInst_3013/EmInst_2712/EmInst_1108/CK,EmInst_3013/EmInst_2712/EmInst_1108/E,setup_rising,0.185385,0.303818
EmInst_3013/EmInst_2712/EmInst_1405/CK,EmInst_3013/EmInst_2712/EmInst_1405/E,setup_rising,0.183838,0.296913
EmInst_3013/EmInst_2712/EmInst_1194/CK,EmInst_3013/EmInst_2712/EmInst_1194/E,setup_rising,0.186903,0.304393
EmInst_3013/EmInst_2712/EmInst_1189/CK,EmInst_3013/EmInst_2712/EmInst_1189/E,setup_rising,0.180601,0.301515
EmInst_3013/EmInst_2712/EmInst_1377/CK,EmInst_3013/EmInst_2712/EmInst_1377/E,setup_rising,0.27425,0.393588
EmInst_3013/EmInst_2712/EmInst_1762/CK,EmInst_3013/EmInst_2712/EmInst_1762/D,setup_rising,0.141867,0.104801
EmInst_3013/EmInst_2712/EmInst_1694/CK,EmInst_3013/EmInst_2712/EmInst_1694/D,setup_rising,0.140862,0.103342
EmInst_3013/EmInst_2712/EmInst_1665/CK,EmInst_3013/EmInst_2712/EmInst_1665/D,setup_rising,0.141867,0.104801
EmInst_3013/EmInst_2712/EmInst_1731/CK,EmInst_3013/EmInst_2712/EmInst_1731/D,setup_rising,0.143007,0.107461
EmInst_694/CK,EmInst_694/D,setup_rising,0.109191,0.08082
EmInst_2962/CK,EmInst_2962/D,setup_rising,0.160392,0.153847
EmInst_3013/EmInst_2712/EmInst_1073/CK,EmInst_3013/EmInst_2712/EmInst_1073/E,setup_rising,0.17727,0.299886
EmInst_3013/EmInst_2712/EmInst_1288/CK,EmInst_3013/EmInst_2712/EmInst_1288/D,setup_rising,0.248406,0.198102
EmInst_3013/EmInst_2712/EmInst_1711/CK,EmInst_3013/EmInst_2712/EmInst_1711/E,setup_rising,0.184821,0.295916
EmInst_3013/EmInst_2712/EmInst_1434/CK,EmInst_3013/EmInst_2712/EmInst_1434/E,setup_rising,0.321523,0.412395
EmInst_3013/EmInst_2712/EmInst_1367/CK,EmInst_3013/EmInst_2712/EmInst_1367/E,setup_rising,0.178143,0.304142
EmInst_3013/EmInst_2712/EmInst_1373/CK,EmInst_3013/EmInst_2712/EmInst_1373/D,setup_rising,0.141903,0.110357
EmInst_3013/EmInst_2712/EmInst_1437/CK,EmInst_3013/EmInst_2712/EmInst_1437/E,setup_rising,0.307544,0.420985
EmInst_690/CK,EmInst_690/D,setup_rising,0.141013,0.086663
EmInst_288/CK,EmInst_288/E,setup_rising,0.234928,0.344429
EmInst_3013/EmInst_2712/EmInst_1173/CK,EmInst_3013/EmInst_2712/EmInst_1173/D,setup_rising,0.253993,0.214792
EmInst_3013/EmInst_2712/EmInst_1703/CK,EmInst_3013/EmInst_2712/EmInst_1703/D,setup_rising,0.143878,0.10956
EmInst_3013/EmInst_2712/EmInst_1779/CK,EmInst_3013/EmInst_2712/EmInst_1779/D,setup_rising,0.141867,0.104801
EmInst_3013/EmInst_2712/EmInst_1113/CK,EmInst_3013/EmInst_2712/EmInst_1113/E,setup_rising,0.17727,0.299886
EmInst_2966/CK,EmInst_2966/D,setup_rising,0.136802,0.09711
EmInst_3013/EmInst_2712/EmInst_1272/CK,EmInst_3013/EmInst_2712/EmInst_1272/E,setup_rising,0.185793,0.296474
EmInst_3013/EmInst_2712/EmInst_1790/CK,EmInst_3013/EmInst_2712/EmInst_1790/D,setup_rising,0.143733,0.109587
EmInst_3013/EmInst_2712/EmInst_1411/CK,EmInst_3013/EmInst_2712/EmInst_1411/D,setup_rising,0.143017,0.107464
EmInst_3013/EmInst_2712/EmInst_1327/CK,EmInst_3013/EmInst_2712/EmInst_1327/D,setup_rising,0.139903,0.100329
EmInst_3013/EmInst_2712/EmInst_1094/CK,EmInst_3013/EmInst_2712/EmInst_1094/D,setup_rising,0.252769,0.206858
EmInst_3013/EmInst_2712/EmInst_1083/CK,EmInst_3013/EmInst_2712/EmInst_1083/D,setup_rising,0.250627,0.201861
EmInst_3013/EmInst_2712/EmInst_1372/CK,EmInst_3013/EmInst_2712/EmInst_1372/D,setup_rising,0.14188,0.104809
EmInst_3013/EmInst_2712/EmInst_1251/CK,EmInst_3013/EmInst_2712/EmInst_1251/D,setup_rising,0.283918,0.263662
EmInst_291/CK,EmInst_291/E,setup_rising,0.186145,0.310342
EmInst_181/CK,EmInst_181/E,setup_rising,0.228368,0.423724
EmInst_3013/EmInst_2712/EmInst_1770/CK,EmInst_3013/EmInst_2712/EmInst_1770/E,setup_rising,0.189295,0.299556
EmInst_3013/EmInst_2712/EmInst_1195/CK,EmInst_3013/EmInst_2712/EmInst_1195/D,setup_rising,0.250559,0.201547
EmInst_3013/EmInst_2712/EmInst_1520/CK,EmInst_3013/EmInst_2712/EmInst_1520/D,setup_rising,0.142385,0.105996
EmInst_3013/EmInst_2712/EmInst_1502/CK,EmInst_3013/EmInst_2712/EmInst_1502/D,setup_rising,0.140872,0.102457
EmInst_3013/EmInst_2712/EmInst_1200/CK,EmInst_3013/EmInst_2712/EmInst_1200/E,setup_rising,0.181045,0.285951
EmInst_3013/EmInst_2712/EmInst_1735/CK,EmInst_3013/EmInst_2712/EmInst_1735/D,setup_rising,0.163803,0.16441
EmInst_3013/EmInst_2712/EmInst_1769/CK,EmInst_3013/EmInst_2712/EmInst_1769/E,setup_rising,0.187236,0.298541
EmInst_3013/EmInst_2712/EmInst_1498/CK,EmInst_3013/EmInst_2712/EmInst_1498/D,setup_rising,0.142542,0.106398
EmInst_3013/EmInst_2712/EmInst_1418/CK,EmInst_3013/EmInst_2712/EmInst_1418/D,setup_rising,0.143026,0.107483
EmInst_679/CK,EmInst_679/RN,setup_rising,0.199285,0.207986
EmInst_2968/CK,EmInst_2968/D,setup_rising,0.130643,0.092919
EmInst_3013/EmInst_2712/EmInst_1727/CK,EmInst_3013/EmInst_2712/EmInst_1727/E,setup_rising,0.183537,0.302738
EmInst_3013/EmInst_2712/EmInst_1375/CK,EmInst_3013/EmInst_2712/EmInst_1375/D,setup_rising,0.142186,0.114113
EmInst_3013/EmInst_2712/EmInst_1282/CK,EmInst_3013/EmInst_2712/EmInst_1282/D,setup_rising,0.278068,0.253458
EmInst_3013/EmInst_2712/EmInst_1382/CK,EmInst_3013/EmInst_2712/EmInst_1382/D,setup_rising,0.141402,0.103694
EmInst_309/CK,EmInst_309/D,setup_rising,0.118881,0.076689
EmInst_3013/EmInst_2712/EmInst_1431/CK,EmInst_3013/EmInst_2712/EmInst_1431/D,setup_rising,0.141876,0.11034
EmInst_3013/EmInst_2712/EmInst_1682/CK,EmInst_3013/EmInst_2712/EmInst_1682/D,setup_rising,0.140862,0.103342
EmInst_3013/EmInst_2712/EmInst_1526/CK,EmInst_3013/EmInst_2712/EmInst_1526/E,setup_rising,0.174535,0.288895
EmInst_3013/EmInst_2712/EmInst_1165/CK,EmInst_3013/EmInst_2712/EmInst_1165/E,setup_rising,0.1806,0.293985
EmInst_3013/EmInst_2712/EmInst_1415/CK,EmInst_3013/EmInst_2712/EmInst_1415/E,setup_rising,0.186898,0.304383
EmInst_3013/EmInst_2712/EmInst_1286/CK,EmInst_3013/EmInst_2712/EmInst_1286/D,setup_rising,0.283918,0.263662
EmInst_3013/EmInst_2712/EmInst_1483/CK,EmInst_3013/EmInst_2712/EmInst_1483/D,setup_rising,0.141402,0.103694
EmInst_3013/EmInst_2712/EmInst_1701/CK,EmInst_3013/EmInst_2712/EmInst_1701/E,setup_rising,0.189086,0.309447
EmInst_3013/EmInst_2712/EmInst_1382/CK,EmInst_3013/EmInst_2712/EmInst_1382/E,setup_rising,0.183927,0.30312
EmInst_3013/EmInst_2712/EmInst_1781/CK,EmInst_3013/EmInst_2712/EmInst_1781/E,setup_rising,0.189055,0.309419
EmInst_744/CK,EmInst_744/E,setup_rising,0.216131,0.339256
EmInst_3013/EmInst_2712/EmInst_1206/CK,EmInst_3013/EmInst_2712/EmInst_1206/D,setup_rising,0.252892,0.20699
EmInst_760/CK,EmInst_760/D,setup_rising,0.221634,0.355472
EmInst_3013/EmInst_2712/EmInst_1118/CK,EmInst_3013/EmInst_2712/EmInst_1118/D,setup_rising,0.282292,0.259777
EmInst_3013/EmInst_2712/EmInst_1168/CK,EmInst_3013/EmInst_2712/EmInst_1168/D,setup_rising,0.280716,0.313161
EmInst_3013/EmInst_2712/EmInst_1371/CK,EmInst_3013/EmInst_2712/EmInst_1371/E,setup_rising,0.180655,0.289395
EmInst_3013/EmInst_2712/EmInst_1748/CK,EmInst_3013/EmInst_2712/EmInst_1748/D,setup_rising,0.141514,0.109056
EmInst_295/CK,EmInst_295/E,setup_rising,0.186158,0.310356
EmInst_3013/EmInst_2712/EmInst_1283/CK,EmInst_3013/EmInst_2712/EmInst_1283/D,setup_rising,0.280748,0.258132
EmInst_3013/EmInst_2712/EmInst_1126/CK,EmInst_3013/EmInst_2712/EmInst_1126/E,setup_rising,0.185971,0.303934
EmInst_3013/EmInst_2712/EmInst_1388/CK,EmInst_3013/EmInst_2712/EmInst_1388/D,setup_rising,0.139502,0.099356
EmInst_3013/EmInst_2712/EmInst_1451/CK,EmInst_3013/EmInst_2712/EmInst_1451/D,setup_rising,0.143026,0.107483
EmInst_3013/EmInst_2712/EmInst_1341/CK,EmInst_3013/EmInst_2712/EmInst_1341/D,setup_rising,0.143017,0.107464
EmInst_3013/EmInst_2712/EmInst_1516/CK,EmInst_3013/EmInst_2712/EmInst_1516/D,setup_rising,0.141876,0.11034
EmInst_3013/EmInst_2712/EmInst_1509/CK,EmInst_3013/EmInst_2712/EmInst_1509/D,setup_rising,0.105543,0.087031
EmInst_323/CK,EmInst_323/D,setup_rising,0.20628,0.223061
EmInst_3013/EmInst_2712/EmInst_1097/CK,EmInst_3013/EmInst_2712/EmInst_1097/D,setup_rising,0.252769,0.206858
EmInst_57/CK,EmInst_57/D0,setup_rising,0.132326,0.129897
EmInst_3013/EmInst_2712/EmInst_1211/CK,EmInst_3013/EmInst_2712/EmInst_1211/E,setup_rising,0.186915,0.290802
EmInst_3013/EmInst_2712/EmInst_1672/CK,EmInst_3013/EmInst_2712/EmInst_1672/E,setup_rising,0.278483,0.410748
EmInst_3013/EmInst_2712/EmInst_1420/CK,EmInst_3013/EmInst_2712/EmInst_1420/E,setup_rising,0.184882,0.296032
EmInst_306/CK,EmInst_306/D,setup_rising,0.16151,0.166892
EmInst_3013/EmInst_2712/EmInst_1737/CK,EmInst_3013/EmInst_2712/EmInst_1737/E,setup_rising,0.189021,0.297209
EmInst_3013/EmInst_2712/EmInst_1287/CK,EmInst_3013/EmInst_2712/EmInst_1287/E,setup_rising,0.185961,0.304112
EmInst_3013/EmInst_2712/EmInst_1363/CK,EmInst_3013/EmInst_2712/EmInst_1363/E,setup_rising,0.320921,0.411972
EmInst_3013/EmInst_2712/EmInst_1322/CK,EmInst_3013/EmInst_2712/EmInst_1322/D,setup_rising,0.143017,0.107464
EmInst_3013/EmInst_2712/EmInst_1438/CK,EmInst_3013/EmInst_2712/EmInst_1438/D,setup_rising,0.139587,0.099459
EmInst_3013/EmInst_2712/EmInst_1667/CK,EmInst_3013/EmInst_2712/EmInst_1667/D,setup_rising,0.143463,0.109411
EmInst_3013/EmInst_2712/EmInst_1307/CK,EmInst_3013/EmInst_2712/EmInst_1307/E,setup_rising,0.185824,0.297875
EmInst_3013/EmInst_2712/EmInst_1472/CK,EmInst_3013/EmInst_2712/EmInst_1472/E,setup_rising,0.180118,0.29511
EmInst_740/CK,EmInst_740/D,setup_rising,0.112678,0.07614
EmInst_3003/CK,EmInst_3003/D,setup_rising,0.068945,0
EmInst_3013/EmInst_2712/EmInst_1335/CK,EmInst_3013/EmInst_2712/EmInst_1335/D,setup_rising,0.143017,0.107464
EmInst_3013/EmInst_2712/EmInst_1107/CK,EmInst_3013/EmInst_2712/EmInst_1107/D,setup_rising,0.250627,0.201861
EmInst_3013/EmInst_2712/EmInst_1123/CK,EmInst_3013/EmInst_2712/EmInst_1123/D,setup_rising,0.253213,0.207895
EmInst_3013/EmInst_2712/EmInst_1255/CK,EmInst_3013/EmInst_2712/EmInst_1255/E,setup_rising,0.298152,0.455611
EmInst_3013/EmInst_2712/EmInst_1667/CK,EmInst_3013/EmInst_2712/EmInst_1667/E,setup_rising,0.189038,0.309415
EmInst_3013/EmInst_2712/EmInst_1290/CK,EmInst_3013/EmInst_2712/EmInst_1290/D,setup_rising,0.25203,0.206558
EmInst_3013/EmInst_2712/EmInst_1162/CK,EmInst_3013/EmInst_2712/EmInst_1162/E,setup_rising,0.186872,0.29681
EmInst_3013/EmInst_2712/EmInst_1174/CK,EmInst_3013/EmInst_2712/EmInst_1174/E,setup_rising,0.274178,0.407952
EmInst_3013/EmInst_2712/EmInst_1768/CK,EmInst_3013/EmInst_2712/EmInst_1768/D,setup_rising,0.159334,0.157971
EmInst_3013/EmInst_2712/EmInst_1706/CK,EmInst_3013/EmInst_2712/EmInst_1706/D,setup_rising,0.141867,0.104801
EmInst_3013/EmInst_2712/EmInst_1204/CK,EmInst_3013/EmInst_2712/EmInst_1204/E,setup_rising,0.187011,0.308432
EmInst_2965/CK,EmInst_2965/D,setup_rising,0.176856,0.093361
EmInst_3013/EmInst_2712/EmInst_1681/CK,EmInst_3013/EmInst_2712/EmInst_1681/D,setup_rising,0.143878,0.10956
EmInst_3013/EmInst_2712/EmInst_1512/CK,EmInst_3013/EmInst_2712/EmInst_1512/D,setup_rising,0.1356,0.092878
EmInst_766/CK,EmInst_766/E,setup_rising,0.179938,0.311302
EmInst_3013/EmInst_2712/EmInst_1395/CK,EmInst_3013/EmInst_2712/EmInst_1395/E,setup_rising,0.175095,0.302664
EmInst_3013/EmInst_2712/EmInst_1406/CK,EmInst_3013/EmInst_2712/EmInst_1406/D,setup_rising,0.139956,0.100364
EmInst_691/CK,EmInst_691/D,setup_rising,0.14577,0.152552
EmInst_2968/CK,EmInst_2968/E,setup_rising,0.109924,0.271582
EmInst_3013/EmInst_2712/EmInst_1684/CK,EmInst_3013/EmInst_2712/EmInst_1684/D,setup_rising,0.158688,0.157585
EmInst_3013/EmInst_2712/EmInst_1778/CK,EmInst_3013/EmInst_2712/EmInst_1778/E,setup_rising,0.189295,0.305728
EmInst_3013/EmInst_2712/EmInst_1087/CK,EmInst_3013/EmInst_2712/EmInst_1087/D,setup_rising,0.252769,0.206858
EmInst_3013/EmInst_2712/EmInst_1393/CK,EmInst_3013/EmInst_2712/EmInst_1393/E,setup_rising,0.206881,0.285532
EmInst_3013/EmInst_2712/EmInst_1471/CK,EmInst_3013/EmInst_2712/EmInst_1471/E,setup_rising,0.180243,0.288883
EmInst_299/CK,EmInst_299/E,setup_rising,0.186143,0.310339
EmInst_3013/EmInst_2712/EmInst_1266/CK,EmInst_3013/EmInst_2712/EmInst_1266/D,setup_rising,0.279763,0.256413
EmInst_3013/EmInst_2712/EmInst_1419/CK,EmInst_3013/EmInst_2712/EmInst_1419/D,setup_rising,0.138695,0.097386
EmInst_3013/EmInst_2712/EmInst_1508/CK,EmInst_3013/EmInst_2712/EmInst_1508/D,setup_rising,0.107106,0.084154
EmInst_3013/EmInst_2712/EmInst_1202/CK,EmInst_3013/EmInst_2712/EmInst_1202/D,setup_rising,0.250559,0.201547
EmInst_695/CK,EmInst_695/E,setup_rising,0.426903,0.301826
EmInst_3013/EmInst_2712/EmInst_1357/CK,EmInst_3013/EmInst_2712/EmInst_1357/E,setup_rising,0.187168,0.295323
EmInst_3013/EmInst_2712/EmInst_1279/CK,EmInst_3013/EmInst_2712/EmInst_1279/D,setup_rising,0.25203,0.206558
EmInst_3013/EmInst_2712/EmInst_1297/CK,EmInst_3013/EmInst_2712/EmInst_1297/D,setup_rising,0.249265,0.200107
EmInst_3013/EmInst_2712/EmInst_1299/CK,EmInst_3013/EmInst_2712/EmInst_1299/E,setup_rising,0.185961,0.304112
EmInst_3013/EmInst_2712/EmInst_1727/CK,EmInst_3013/EmInst_2712/EmInst_1727/D,setup_rising,0.141349,0.10366
EmInst_3013/EmInst_2712/EmInst_1697/CK,EmInst_3013/EmInst_2712/EmInst_1697/E,setup_rising,0.182833,0.302589
EmInst_3013/EmInst_2712/EmInst_1753/CK,EmInst_3013/EmInst_2712/EmInst_1753/E,setup_rising,0.189233,0.305668
EmInst_3013/EmInst_2712/EmInst_1310/CK,EmInst_3013/EmInst_2712/EmInst_1310/E,setup_rising,0.185961,0.304112
EmInst_3013/EmInst_2712/EmInst_1304/CK,EmInst_3013/EmInst_2712/EmInst_1304/E,setup_rising,0.180242,0.295057
EmInst_3013/EmInst_2712/EmInst_1399/CK,EmInst_3013/EmInst_2712/EmInst_1399/E,setup_rising,0.183896,0.303097
EmInst_3013/EmInst_2712/EmInst_1724/CK,EmInst_3013/EmInst_2712/EmInst_1724/D,setup_rising,0.143463,0.109411
EmInst_3013/EmInst_2712/EmInst_1135/CK,EmInst_3013/EmInst_2712/EmInst_1135/E,setup_rising,0.295286,0.451975
EmInst_3013/EmInst_2712/EmInst_1754/CK,EmInst_3013/EmInst_2712/EmInst_1754/D,setup_rising,0.14078,0.102397
EmInst_3013/EmInst_2712/EmInst_1736/CK,EmInst_3013/EmInst_2712/EmInst_1736/E,setup_rising,0.186903,0.296844
EmInst_3013/EmInst_2712/EmInst_1749/CK,EmInst_3013/EmInst_2712/EmInst_1749/D,setup_rising,0.141349,0.10366
EmInst_3013/EmInst_2712/EmInst_1111/CK,EmInst_3013/EmInst_2712/EmInst_1111/E,setup_rising,0.186333,0.298121
EmInst_308/CK,EmInst_308/D,setup_rising,0.118794,0.076656
EmInst_3013/EmInst_2712/EmInst_1281/CK,EmInst_3013/EmInst_2712/EmInst_1281/D,setup_rising,0.252096,0.206713
EmInst_3013/EmInst_2712/EmInst_1521/CK,EmInst_3013/EmInst_2712/EmInst_1521/E,setup_rising,0.18723,0.298539
EmInst_3013/EmInst_2712/EmInst_1445/CK,EmInst_3013/EmInst_2712/EmInst_1445/E,setup_rising,0.187107,0.296261
EmInst_3013/EmInst_2712/EmInst_1388/CK,EmInst_3013/EmInst_2712/EmInst_1388/E,setup_rising,0.179762,0.29334
EmInst_3013/EmInst_2712/EmInst_1463/CK,EmInst_3013/EmInst_2712/EmInst_1463/E,setup_rising,0.186867,0.304354
EmInst_3013/EmInst_2712/EmInst_1435/CK,EmInst_3013/EmInst_2712/EmInst_1435/D,setup_rising,0.142385,0.105996
EmInst_3013/EmInst_2712/EmInst_1672/CK,EmInst_3013/EmInst_2712/EmInst_1672/D,setup_rising,0.160041,0.159032
EmInst_3013/EmInst_2712/EmInst_1190/CK,EmInst_3013/EmInst_2712/EmInst_1190/E,setup_rising,0.186903,0.296844
EmInst_3013/EmInst_2712/EmInst_1334/CK,EmInst_3013/EmInst_2712/EmInst_1334/D,setup_rising,0.137193,0.093918
EmInst_3013/EmInst_2712/EmInst_1205/CK,EmInst_3013/EmInst_2712/EmInst_1205/D,setup_rising,0.253221,0.212454
EmInst_3013/EmInst_2712/EmInst_1699/CK,EmInst_3013/EmInst_2712/EmInst_1699/D,setup_rising,0.143733,0.109587
EmInst_3013/EmInst_2712/EmInst_1691/CK,EmInst_3013/EmInst_2712/EmInst_1691/D,setup_rising,0.143007,0.107461
EmInst_3013/EmInst_2712/EmInst_1487/CK,EmInst_3013/EmInst_2712/EmInst_1487/D,setup_rising,0.14188,0.104809
EmInst_3013/EmInst_2712/EmInst_1455/CK,EmInst_3013/EmInst_2712/EmInst_1455/D,setup_rising,0.142267,0.105808
EmInst_182/CK,EmInst_182/E,setup_rising,0.228338,0.42366
EmInst_3013/EmInst_2712/EmInst_1343/CK,EmInst_3013/EmInst_2712/EmInst_1343/D,setup_rising,0.140454,0.105551
EmInst_3013/EmInst_2712/EmInst_1528/CK,EmInst_3013/EmInst_2712/EmInst_1528/E,setup_rising,0.185825,0.305038
EmInst_3013/EmInst_2712/EmInst_1730/CK,EmInst_3013/EmInst_2712/EmInst_1730/E,setup_rising,0.184552,0.295703
EmInst_3013/EmInst_2712/EmInst_1510/CK,EmInst_3013/EmInst_2712/EmInst_1510/E,setup_rising,0.17727,0.299886
EmInst_3013/EmInst_2712/EmInst_1226/CK,EmInst_3013/EmInst_2712/EmInst_1226/D,setup_rising,0.283993,0.263794
EmInst_3013/EmInst_2712/EmInst_1780/CK,EmInst_3013/EmInst_2712/EmInst_1780/E,setup_rising,0.188929,0.297827
EmInst_3013/EmInst_2712/EmInst_1187/CK,EmInst_3013/EmInst_2712/EmInst_1187/D,setup_rising,0.251387,0.206904
EmInst_3013/EmInst_2712/EmInst_1510/CK,EmInst_3013/EmInst_2712/EmInst_1510/D,setup_rising,0.138112,0.09615
EmInst_3013/EmInst_2712/EmInst_1698/CK,EmInst_3013/EmInst_2712/EmInst_1698/E,setup_rising,0.187291,0.29737
EmInst_3013/EmInst_2712/EmInst_1371/CK,EmInst_3013/EmInst_2712/EmInst_1371/D,setup_rising,0.1043,0.083371
EmInst_3013/EmInst_2712/EmInst_1714/CK,EmInst_3013/EmInst_2712/EmInst_1714/D,setup_rising,0.143007,0.107461
EmInst_3013/EmInst_2712/EmInst_1789/CK,EmInst_3013/EmInst_2712/EmInst_1789/D,setup_rising,0.143911,0.109703
EmInst_3013/EmInst_2712/EmInst_1728/CK,EmInst_3013/EmInst_2712/EmInst_1728/D,setup_rising,0.140862,0.103342
EmInst_3013/EmInst_2712/EmInst_1267/CK,EmInst_3013/EmInst_2712/EmInst_1267/E,setup_rising,0.18593,0.297908
EmInst_3013/EmInst_2712/EmInst_1695/CK,EmInst_3013/EmInst_2712/EmInst_1695/D,setup_rising,0.13974,0.101719
EmInst_3013/EmInst_2712/EmInst_1101/CK,EmInst_3013/EmInst_2712/EmInst_1101/E,setup_rising,0.186273,0.304234
EmInst_742/CK,EmInst_742/E,setup_rising,0.10579,0.26646
EmInst_58/CK,EmInst_58/S0,setup_rising,0.132095,0.142014
EmInst_62/CK,EmInst_62/S0,setup_rising,0.132095,0.142014
EmInst_3002/CK,EmInst_3002/RN,setup_rising,0.08781,0.073179
EmInst_3013/EmInst_2712/EmInst_1464/CK,EmInst_3013/EmInst_2712/EmInst_1464/D,setup_rising,0.141876,0.11034
EmInst_3013/EmInst_2712/EmInst_1459/CK,EmInst_3013/EmInst_2712/EmInst_1459/D,setup_rising,0.139332,0.10189
EmInst_3013/EmInst_2712/EmInst_1776/CK,EmInst_3013/EmInst_2712/EmInst_1776/D,setup_rising,0.107983,0.086239
EmInst_741/CK,EmInst_741/E,setup_rising,0.105662,0.266459
EmInst_3013/EmInst_2712/EmInst_1358/CK,EmInst_3013/EmInst_2712/EmInst_1358/E,setup_rising,0.174916,0.29235
EmInst_3013/EmInst_2712/EmInst_1197/CK,EmInst_3013/EmInst_2712/EmInst_1197/E,setup_rising,0.180245,0.293614
EmInst_3013/EmInst_2712/EmInst_1707/CK,EmInst_3013/EmInst_2712/EmInst_1707/D,setup_rising,0.141867,0.104801
EmInst_3013/EmInst_2712/EmInst_1515/CK,EmInst_3013/EmInst_2712/EmInst_1515/E,setup_rising,0.183896,0.303097
EmInst_3013/EmInst_2712/EmInst_2646/CK,EmInst_3013/EmInst_2712/EmInst_2646/E,setup_rising,0.313805,0.42316
EmInst_761/CK,EmInst_761/E,setup_rising,0.242777,0.334035
EmInst_3013/EmInst_2712/EmInst_1751/CK,EmInst_3013/EmInst_2712/EmInst_1751/E,setup_rising,0.182444,0.296003
EmInst_3013/EmInst_2712/EmInst_1339/CK,EmInst_3013/EmInst_2712/EmInst_1339/D,setup_rising,0.143017,0.107464
EmInst_3013/EmInst_2712/EmInst_1392/CK,EmInst_3013/EmInst_2712/EmInst_1392/E,setup_rising,0.17727,0.299886
EmInst_3013/EmInst_2712/EmInst_1117/CK,EmInst_3013/EmInst_2712/EmInst_1117/E,setup_rising,0.1773,0.293745
EmInst_724/CK,EmInst_724/D,setup_rising,0.190183,0.209686
EmInst_608/CK,EmInst_608/S0,setup_rising,0.08412,0.111519
EmInst_3013/EmInst_2712/EmInst_1324/CK,EmInst_3013/EmInst_2712/EmInst_1324/E,setup_rising,0.180224,0.295413
EmInst_246/CK,EmInst_246/E,setup_rising,0.287572,0.377311
EmInst_3013/EmInst_2712/EmInst_1384/CK,EmInst_3013/EmInst_2712/EmInst_1384/E,setup_rising,0.315496,0.423778
EmInst_3013/EmInst_2712/EmInst_1737/CK,EmInst_3013/EmInst_2712/EmInst_1737/D,setup_rising,0.143878,0.10956
EmInst_3013/EmInst_2712/EmInst_1366/CK,EmInst_3013/EmInst_2712/EmInst_1366/E,setup_rising,0.184882,0.296072
EmInst_3013/EmInst_2712/EmInst_1469/CK,EmInst_3013/EmInst_2712/EmInst_1469/D,setup_rising,0.143017,0.107464
EmInst_3013/EmInst_2712/EmInst_1104/CK,EmInst_3013/EmInst_2712/EmInst_1104/D,setup_rising,0.252769,0.206858
EmInst_3013/EmInst_2712/EmInst_1448/CK,EmInst_3013/EmInst_2712/EmInst_1448/D,setup_rising,0.141402,0.103694
EmInst_3013/EmInst_2712/EmInst_1529/CK,EmInst_3013/EmInst_2712/EmInst_1529/D,setup_rising,0.142489,0.106364
EmInst_3013/EmInst_2712/EmInst_1115/CK,EmInst_3013/EmInst_2712/EmInst_1115/E,setup_rising,0.176947,0.292014
EmInst_3013/EmInst_2712/EmInst_1427/CK,EmInst_3013/EmInst_2712/EmInst_1427/D,setup_rising,0.1356,0.092878
EmInst_683/CK,EmInst_683/SE,setup_rising,0.360789,0.391608
EmInst_3013/EmInst_2712/EmInst_1746/CK,EmInst_3013/EmInst_2712/EmInst_1746/E,setup_rising,0.313805,0.42316
EmInst_3013/EmInst_2712/EmInst_1091/CK,EmInst_3013/EmInst_2712/EmInst_1091/D,setup_rising,0.252769,0.206858
EmInst_3013/EmInst_2712/EmInst_1481/CK,EmInst_3013/EmInst_2712/EmInst_1481/E,setup_rising,0.180088,0.301251
EmInst_3013/EmInst_2712/EmInst_1446/CK,EmInst_3013/EmInst_2712/EmInst_1446/E,setup_rising,0.174944,0.291043
EmInst_3013/EmInst_2712/EmInst_1785/CK,EmInst_3013/EmInst_2712/EmInst_1785/D,setup_rising,0.158688,0.157585
EmInst_3013/EmInst_2712/EmInst_1523/CK,EmInst_3013/EmInst_2712/EmInst_1523/D,setup_rising,0.13979,0.103277
EmInst_3013/EmInst_2712/EmInst_1729/CK,EmInst_3013/EmInst_2712/EmInst_1729/D,setup_rising,0.160041,0.159032
EmInst_3013/EmInst_2712/EmInst_1293/CK,EmInst_3013/EmInst_2712/EmInst_1293/D,setup_rising,0.252096,0.206713
EmInst_3013/EmInst_2712/EmInst_1476/CK,EmInst_3013/EmInst_2712/EmInst_1476/D,setup_rising,0.139903,0.100329
EmInst_730/CK,EmInst_730/D,setup_rising,0.138649,0.169355
EmInst_3013/EmInst_2712/EmInst_1359/CK,EmInst_3013/EmInst_2712/EmInst_1359/D,setup_rising,0.143017,0.107464
EmInst_698/CK,EmInst_698/D,setup_rising,0.085219,0.094689
